mineral_name,element,element_redox_mineral
Oxyphlogopite,O,-2
Oxyphlogopite,F,-1
Fluornatrocoulsellite,Na,1
Fluornatrocoulsellite,Ca,2
Fluornatrocoulsellite,Mg,2
Fluornatrocoulsellite,Al,NA
Fluornatrocoulsellite,F,-1
Eurekadumpite,Cu,2
Eurekadumpite,Zn,2
Eurekadumpite,Te,4
Eurekadumpite,O,-2
Eurekadumpite,As,5
Eurekadumpite,Cl,-1
Eurekadumpite,H,1
Askagenite-(Nd),Mn,2
Askagenite-(Nd),Nd,NA
Askagenite-(Nd),Al,NA
Askagenite-(Nd),Fe,3
Askagenite-(Nd),Si,4
Askagenite-(Nd),O,-2
Depmeierite,Na,1
Depmeierite,Al,NA
Depmeierite,Si,4
Depmeierite,O,-2
Depmeierite,P,NA
Depmeierite,C,NA
Depmeierite,H,1
Kurilite,Ag,NA
Kurilite,Te,NA
Kurilite,Se,NA
Agricolaite,K,1
Agricolaite,U,6
Agricolaite,O,-2
Agricolaite,C,NA
Hanjiangite,Ba,2
Hanjiangite,Ca,2
Hanjiangite,V,3
Hanjiangite,Al,NA
Hanjiangite,Si,4
Hanjiangite,O,-2
Hanjiangite,H,1
Hanjiangite,F,-1
Hanjiangite,C,NA
Nisnite,Ni,NA
Nisnite,Sn,NA
Ferri-fluoro-leakeite,Na,1
Ferri-fluoro-leakeite,Mg,2
Ferri-fluoro-leakeite,Fe,3
Ferri-fluoro-leakeite,Li,1
Ferri-fluoro-leakeite,Si,4
Ferri-fluoro-leakeite,O,-2
Ferri-fluoro-leakeite,F,-1
Iangreyite,Ca,2
Iangreyite,Al,NA
Iangreyite,P,5
Iangreyite,P,5
Iangreyite,O,-2
Iangreyite,H,1
Iangreyite,F,-1
Chromo-alumino-povondraite,Na,1
Chromo-alumino-povondraite,Cr,3
Chromo-alumino-povondraite,Al,NA
Chromo-alumino-povondraite,Mg,2
Chromo-alumino-povondraite,Si,4
Chromo-alumino-povondraite,O,-2
Chromo-alumino-povondraite,B,NA
Chromo-alumino-povondraite,H,1
Fluor-dravite,Na,1
Fluor-dravite,Mg,2
Fluor-dravite,Al,NA
Fluor-dravite,Si,4
Fluor-dravite,O,-2
Fluor-dravite,B,NA
Fluor-dravite,H,1
Fluor-dravite,F,-1
Megawite,Ca,2
Megawite,Sn,4
Megawite,O,-2
Hydroxylhedyphane,Ca,2
Hydroxylhedyphane,Pb,2
Hydroxylhedyphane,As,5
Hydroxylhedyphane,O,-2
Hydroxylhedyphane,H,1
Mendeleevite-(Ce),Cs,1
Mendeleevite-(Ce),Ce,3
Mendeleevite-(Ce),REE,NA
Mendeleevite-(Ce),Ca,2
Mendeleevite-(Ce),Si,4
Mendeleevite-(Ce),O,-2
Mendeleevite-(Ce),H,1
Mendeleevite-(Ce),F,-1
Kirchhoffite,Cs,1
Kirchhoffite,B,NA
Kirchhoffite,Si,4
Kirchhoffite,O,-2
Aluminocoquimbite,Al,NA
Aluminocoquimbite,Fe,3
Aluminocoquimbite,S,6
Aluminocoquimbite,O,-2
Aluminocoquimbite,H,1
Tancaite-(Ce),Fe,3
Tancaite-(Ce),Ce,3
Tancaite-(Ce),Mo,6
Tancaite-(Ce),O,-2
Tancaite-(Ce),H,1
Fluorokinoshitalite,Ba,2
Fluorokinoshitalite,Mg,2
Fluorokinoshitalite,Al,NA
Fluorokinoshitalite,Si,4
Fluorokinoshitalite,O,-2
Fluorokinoshitalite,F,-1
Fluorotetraferriphlogopite,K,1
Fluorotetraferriphlogopite,Mg,2
Fluorotetraferriphlogopite,Fe,3
Fluorotetraferriphlogopite,Si,4
Fluorotetraferriphlogopite,O,-2
Fluorotetraferriphlogopite,F,-1
Murchisite,Cr,NA
Murchisite,S,NA
Klajite,Mn,2
Klajite,Cu,2
Klajite,As,5
Klajite,As,5
Klajite,O,-2
Klajite,H,1
Hermannroseite,Ca,2
Hermannroseite,Cu,2
Hermannroseite,P,NA
Hermannroseite,O,-2
Hermannroseite,H,1
Cuprokalininite,Cu,2
Cuprokalininite,Cr,3
Cuprokalininite,S,-2
Natropharmacoalumite,Na,1
Natropharmacoalumite,Al,NA
Natropharmacoalumite,As,5
Natropharmacoalumite,O,-2
Natropharmacoalumite,H,1
Greenwoodite,Ba,2
Greenwoodite,V,3
Greenwoodite,V,3
Greenwoodite,O,-2
Greenwoodite,H,1
Greenwoodite,Fe,3
Greenwoodite,Fe,2
Greenwoodite,Si,4
Naquite,Fe,NA
Naquite,Si,4
Linzhiite,Fe,NA
Linzhiite,Si,4
Coralloite,Mn,2
Coralloite,Mn,3
Coralloite,As,5
Coralloite,O,-2
Coralloite,H,1
Hydroniumpharmacosiderite,H,1
Hydroniumpharmacosiderite,O,-2
Hydroniumpharmacosiderite,Fe,3
Hydroniumpharmacosiderite,As,5
Hydroxycalcioromeite,Ca,2
Hydroxycalcioromeite,Sb,3
Hydroxycalcioromeite,Sb,5
Hydroxycalcioromeite,Ti,4
Hydroxycalcioromeite,O,-2
Hydroxycalcioromeite,H,1
Markascherite,Cu,2
Markascherite,Mo,6
Markascherite,O,-2
Markascherite,H,1
Afmite,Al,NA
Afmite,O,-2
Afmite,H,1
Afmite,P,NA
Tashelgite,Ca,2
Tashelgite,Mg,2
Tashelgite,Fe,2
Tashelgite,Al,NA
Tashelgite,O,-2
Tashelgite,H,1
Laurentianite,Na,1
Laurentianite,Nb,5
Laurentianite,Si,4
Laurentianite,O,-2
Laurentianite,H,1
Barlowite,Cu,2
Barlowite,Br,NA
Barlowite,F,-1
Barlowite,O,-2
Barlowite,H,1
Argandite,Mn,2
Argandite,V,5
Argandite,O,-2
Argandite,H,1
Ferroericssonite,Ba,2
Ferroericssonite,Fe,2
Ferroericssonite,Fe,3
Ferroericssonite,Si,4
Ferroericssonite,O,-2
Ferroericssonite,H,1
Bohseite,Ca,2
Bohseite,Be,2
Bohseite,Al,NA
Bohseite,Si,4
Bohseite,O,-2
Bohseite,H,1
Plumboselite,Pb,2
Plumboselite,O,-2
Plumboselite,Se,4
Aldridgeite,Cd,2
Aldridgeite,Ca,2
Aldridgeite,Cu,2
Aldridgeite,Zn,2
Aldridgeite,S,6
Aldridgeite,O,-2
Aldridgeite,H,1
Yancowinnaite,Pb,2
Yancowinnaite,Cu,2
Yancowinnaite,Al,NA
Yancowinnaite,As,5
Yancowinnaite,O,-2
Yancowinnaite,H,1
Eliseevite,Na,1
Eliseevite,Li,1
Eliseevite,Ti,4
Eliseevite,O,-2
Eliseevite,Si,4
Eliseevite,H,1
Rickturnerite,Pb,NA
Rickturnerite,O,-2
Rickturnerite,Mg,2
Rickturnerite,H,1
Rickturnerite,Cl,-1
Schullerite,Ba,2
Schullerite,Ti,4
Schullerite,Na,1
Schullerite,Mg,2
Schullerite,Si,4
Schullerite,O,-2
Schullerite,F,-1
Carlgieseckeite-(Nd),Na,1
Carlgieseckeite-(Nd),Nd,NA
Carlgieseckeite-(Nd),Ca,2
Carlgieseckeite-(Nd),P,NA
Carlgieseckeite-(Nd),O,-2
Carlgieseckeite-(Nd),F,-1
Rauchite,Ni,2
Rauchite,U,6
Rauchite,O,-2
Rauchite,As,5
Rauchite,H,1
Nordgauite,Mn,2
Nordgauite,Al,NA
Nordgauite,P,5
Nordgauite,O,-2
Nordgauite,F,-1
Nordgauite,H,1
Bariopharmacoalumite,Ba,2
Bariopharmacoalumite,Al,NA
Bariopharmacoalumite,As,5
Bariopharmacoalumite,O,-2
Bariopharmacoalumite,H,1
Tornroosite,Pd,NA
Tornroosite,As,NA
Tornroosite,Te,NA
Terrywallaceite,Ag,NA
Terrywallaceite,Pb,NA
Terrywallaceite,Sb,NA
Terrywallaceite,Bi,NA
Terrywallaceite,S,NA
Behounekite,U,NA
Behounekite,S,NA
Behounekite,O,-2
Behounekite,H,1
Carlosbarbosaite,U,6
Carlosbarbosaite,O,-2
Carlosbarbosaite,Nb,5
Carlosbarbosaite,H,1
Tarbagataite,K,1
Tarbagataite,Ca,2
Tarbagataite,Fe,2
Tarbagataite,Ti,4
Tarbagataite,Si,4
Tarbagataite,O,-2
Tarbagataite,H,1
Steedeite,Na,1
Steedeite,Mn,2
Steedeite,Si,4
Steedeite,B,NA
Steedeite,O,-2
Steedeite,H,1
Rakovanite,Na,1
Rakovanite,H,1
Rakovanite,V,5
Rakovanite,O,-2
Panguite,Ti,4
Panguite,Al,NA
Panguite,Sc,3
Panguite,Mg,2
Panguite,Zr,2
Panguite,Ca,2
Panguite,O,-2
Cordylite-(La),Na,1
Cordylite-(La),Ca,2
Cordylite-(La),Ba,2
Cordylite-(La),La,NA
Cordylite-(La),Sr,2
Cordylite-(La),C,NA
Cordylite-(La),O,-2
Cordylite-(La),F,-1
Ferrisepiolite,Fe,3
Ferrisepiolite,Fe,2
Ferrisepiolite,Fe,3
Ferrisepiolite,Mg,2
Ferrisepiolite,Si,4
Ferrisepiolite,O,-2
Ferrisepiolite,H,1
Allanite-(Nd),Ca,2
Allanite-(Nd),Nd,NA
Allanite-(Nd),Al,NA
Allanite-(Nd),Fe,2
Allanite-(Nd),Si,4
Allanite-(Nd),O,-2
Allanite-(Nd),H,1
Pavlovskyite,Ca,2
Pavlovskyite,Si,4
Pavlovskyite,O,-2
Dzhuluite,Ca,2
Dzhuluite,Sn,4
Dzhuluite,Sb,5
Dzhuluite,Fe,3
Dzhuluite,O,-2
Ferriallanite-(La),Ca,2
Ferriallanite-(La),La,3
Ferriallanite-(La),Fe,3
Ferriallanite-(La),Fe,2
Ferriallanite-(La),Al,NA
Ferriallanite-(La),Si,4
Ferriallanite-(La),O,-2
Ferriallanite-(La),H,1
Fluor-schorl,Na,1
Fluor-schorl,Fe,2
Fluor-schorl,Al,NA
Fluor-schorl,Si,4
Fluor-schorl,O,-2
Fluor-schorl,B,NA
Fluor-schorl,H,1
Fluor-schorl,F,-1
Arsenohopeite,Zn,2
Arsenohopeite,As,5
Arsenohopeite,O,-2
Arsenohopeite,H,1
Vladimirivanovite,Na,1
Vladimirivanovite,Ca,2
Vladimirivanovite,Al,NA
Vladimirivanovite,Si,4
Vladimirivanovite,O,-2
Vladimirivanovite,S,6
Vladimirivanovite,Cl,-1
Vladimirivanovite,H,1
Langbanshyttanite,Pb,2
Langbanshyttanite,Mn,2
Langbanshyttanite,Mg,2
Langbanshyttanite,As,5
Langbanshyttanite,O,-2
Langbanshyttanite,H,1
Rusinovite,Ca,2
Rusinovite,Si,4
Rusinovite,O,-2
Rusinovite,Cl,-1
Ernstburkeite,Mg,2
Ernstburkeite,C,NA
Ernstburkeite,H,1
Ernstburkeite,S,NA
Ernstburkeite,O,-2
Irinarassite,Ca,2
Irinarassite,Sn,4
Irinarassite,Al,NA
Irinarassite,Si,4
Irinarassite,O,-2
Galuskinite,Ca,2
Galuskinite,Si,4
Galuskinite,O,-2
Galuskinite,C,NA
Eldragonite,Cu,NA
Eldragonite,Bi,NA
Eldragonite,Se,NA
Jacutingaite,Pt,NA
Jacutingaite,Hg,NA
Jacutingaite,Se,NA
Ferrotochilinite,Fe,2
Ferrotochilinite,Fe,2
Ferrotochilinite,S,-2
Ferrotochilinite,O,-2
Ferrotochilinite,H,1
Chukhrovite-(Ca),Ca,2
Chukhrovite-(Ca),Al,NA
Chukhrovite-(Ca),S,NA
Chukhrovite-(Ca),O,-2
Chukhrovite-(Ca),F,-1
Chukhrovite-(Ca),H,1
Angarfite,Na,1
Angarfite,Fe,3
Angarfite,P,NA
Angarfite,O,-2
Angarfite,H,1
Atelisite-(Y),Y,NA
Atelisite-(Y),Si,4
Atelisite-(Y),O,-2
Atelisite-(Y),H,1
Heisenbergite,U,6
Heisenbergite,O,-2
Heisenbergite,H,1
Boscardinite,Tl,1
Boscardinite,Pb,2
Boscardinite,Sb,3
Boscardinite,As,3
Boscardinite,S,-2
Windhoekite,Ca,2
Windhoekite,Fe,3
Windhoekite,Si,4
Windhoekite,O,-2
Windhoekite,H,1
Beaverite-(Zn),Pb,2
Beaverite-(Zn),Zn,2
Beaverite-(Zn),Fe,3
Beaverite-(Zn),S,6
Beaverite-(Zn),O,-2
Beaverite-(Zn),H,1
Dymkovite,Ni,2
Dymkovite,U,6
Dymkovite,O,-2
Dymkovite,As,3
Dymkovite,H,1
Galloplumbogummite,Pb,NA
Galloplumbogummite,Ga,NA
Galloplumbogummite,Al,NA
Galloplumbogummite,Ge,NA
Galloplumbogummite,P,NA
Galloplumbogummite,O,-2
Galloplumbogummite,H,1
Erikapohlite,Cu,2
Erikapohlite,Cu,2
Erikapohlite,Zn,2
Erikapohlite,Mg,2
Erikapohlite,Ca,2
Erikapohlite,As,5
Erikapohlite,O,-2
Erikapohlite,H,1
Gunterite,Na,1
Gunterite,H,1
Gunterite,O,-2
Gunterite,V,5
Whiteite-(CaMnMn),Ca,2
Whiteite-(CaMnMn),Mn,2
Whiteite-(CaMnMn),Mn,2
Whiteite-(CaMnMn),Al,NA
Whiteite-(CaMnMn),P,5
Whiteite-(CaMnMn),O,-2
Whiteite-(CaMnMn),H,1
Chromschieffelinite,Pb,2
Chromschieffelinite,Te,6
Chromschieffelinite,O,-2
Chromschieffelinite,H,1
Chromschieffelinite,Cr,6
Cupromolybdite,Cu,2
Cupromolybdite,O,-2
Cupromolybdite,Mo,6
Adranosite-(Fe),N,-3
Adranosite-(Fe),H,1
Adranosite-(Fe),Na,1
Adranosite-(Fe),Fe,3
Adranosite-(Fe),S,6
Adranosite-(Fe),O,-2
Adranosite-(Fe),Cl,-1
Kazanskyite,Ba,2
Kazanskyite,Ti,4
Kazanskyite,Ti,4
Kazanskyite,Nb,5
Kazanskyite,Na,1
Kazanskyite,Si,4
Kazanskyite,O,-2
Kazanskyite,H,1
Manganoquadratite,Ag,1
Manganoquadratite,Mn,2
Manganoquadratite,As,3
Manganoquadratite,S,-2
Menchettiite,Pb,2
Menchettiite,Mn,2
Menchettiite,Ag,1
Menchettiite,Sb,3
Menchettiite,As,3
Menchettiite,S,-2
Lucabindiite,K,1
Lucabindiite,N,-3
Lucabindiite,H,1
Lucabindiite,As,3
Lucabindiite,O,-2
Lucabindiite,Cl,-1
Lucabindiite,Br,NA
Oxy-schorl,Na,1
Oxy-schorl,Fe,2
Oxy-schorl,Al,NA
Oxy-schorl,Si,4
Oxy-schorl,O,-2
Oxy-schorl,B,NA
Oxy-schorl,H,1
Telluromandarinoite,Fe,3
Telluromandarinoite,Te,4
Telluromandarinoite,O,-2
Telluromandarinoite,H,1
Shulamitite,Ca,2
Shulamitite,Ti,4
Shulamitite,Fe,3
Shulamitite,Al,NA
Shulamitite,O,-2
Davinciite,Na,1
Davinciite,K,1
Davinciite,Ca,2
Davinciite,Fe,2
Davinciite,Zr,4
Davinciite,Si,4
Davinciite,O,-2
Davinciite,H,1
Davinciite,Cl,-1
Vladkrivovichevite,Pb,2
Vladkrivovichevite,Pb,2
Vladkrivovichevite,O,-2
Vladkrivovichevite,Mn,2
Vladkrivovichevite,Cl,-1
Vladkrivovichevite,B,NA
Vladkrivovichevite,H,1
Lileyite,Ba,2
Lileyite,Ti,4
Lileyite,Na,1
Lileyite,Fe,2
Lileyite,Mg,2
Lileyite,Si,4
Lileyite,O,-2
Lileyite,F,-1
Eltyubyuite,Ca,2
Eltyubyuite,Fe,3
Eltyubyuite,Si,4
Eltyubyuite,O,-2
Eltyubyuite,Cl,-1
Ferrotaaffeite-2N2S,Fe,2
Ferrotaaffeite-2N2S,Mg,2
Ferrotaaffeite-2N2S,Zn,2
Ferrotaaffeite-2N2S,Al,NA
Ferrotaaffeite-2N2S,Be,2
Ferrotaaffeite-2N2S,O,-2
Hydroxycalciopyrochlore,Ca,2
Hydroxycalciopyrochlore,Na,1
Hydroxycalciopyrochlore,U,NA
Hydroxycalciopyrochlore,Nb,5
Hydroxycalciopyrochlore,Ti,4
Hydroxycalciopyrochlore,O,-2
Hydroxycalciopyrochlore,H,1
Hereroite,Pb,2
Hereroite,O,-2
Hereroite,As,5
Hereroite,As,5
Hereroite,Si,4
Hereroite,V,5
Hereroite,Mo,6
Hereroite,Cl,-1
Bassoite,Sr,2
Bassoite,V,4
Bassoite,O,-2
Bassoite,H,1
Natrotitanite,Na,1
Natrotitanite,Y,3
Natrotitanite,Ti,4
Natrotitanite,Si,4
Natrotitanite,O,-2
Betpakdalite-CaMg,Ca,2
Betpakdalite-CaMg,H,1
Betpakdalite-CaMg,O,-2
Betpakdalite-CaMg,Mg,2
Betpakdalite-CaMg,Mo,6
Betpakdalite-CaMg,As,5
Betpakdalite-CaMg,Fe,3
Jakobssonite,Ca,2
Jakobssonite,Al,NA
Jakobssonite,F,-1
Hielscherite,Ca,2
Hielscherite,Si,4
Hielscherite,S,6
Hielscherite,S,4
Hielscherite,O,-2
Hielscherite,H,1
Kottenheimite,Ca,2
Kottenheimite,Si,4
Kottenheimite,S,6
Kottenheimite,O,-2
Kottenheimite,H,1
Mendozavilite-NaCu,Na,1
Mendozavilite-NaCu,H,1
Mendozavilite-NaCu,O,-2
Mendozavilite-NaCu,Cu,2
Mendozavilite-NaCu,Mo,6
Mendozavilite-NaCu,P,NA
Mendozavilite-NaCu,Fe,3
Krasnoite,Ca,2
Krasnoite,Al,NA
Krasnoite,Si,4
Krasnoite,P,NA
Krasnoite,O,-2
Krasnoite,H,1
Krasnoite,F,-1
Steklite,K,1
Steklite,Al,NA
Steklite,S,6
Steklite,O,-2
Shimazakiite,Ca,2
Shimazakiite,B,NA
Shimazakiite,O,-2
Adolfpateraite,K,1
Adolfpateraite,U,6
Adolfpateraite,O,-2
Adolfpateraite,S,6
Adolfpateraite,H,1
Krasheninnikovite,K,1
Krasheninnikovite,Na,1
Krasheninnikovite,Ca,2
Krasheninnikovite,Mg,2
Krasheninnikovite,S,6
Krasheninnikovite,O,-2
Krasheninnikovite,F,-1
Obradovicite-NaNa,Na,1
Obradovicite-NaNa,H,1
Obradovicite-NaNa,O,-2
Obradovicite-NaNa,Mo,6
Obradovicite-NaNa,As,5
Obradovicite-NaNa,Fe,3
Tsilaisite,Na,1
Tsilaisite,Mn,2
Tsilaisite,Al,NA
Tsilaisite,Si,4
Tsilaisite,O,-2
Tsilaisite,B,NA
Tsilaisite,H,1
Fassinaite,Pb,2
Fassinaite,C,NA
Fassinaite,O,-2
Fassinaite,S,NA
Ianbruceite,Zn,2
Ianbruceite,As,5
Ianbruceite,O,-2
Ianbruceite,H,1
Aklimaite,Ca,2
Aklimaite,Si,4
Aklimaite,O,-2
Aklimaite,H,1
Reynoldsite,Pb,2
Reynoldsite,Mn,4
Reynoldsite,O,-2
Reynoldsite,Cr,6
Vladykinite,Na,1
Vladykinite,Sr,2
Vladykinite,Fe,2
Vladykinite,Fe,3
Vladykinite,Si,4
Vladykinite,O,-2
Davidlloydite,Zn,2
Davidlloydite,As,5
Davidlloydite,O,-2
Davidlloydite,H,1
Protochabourneite,Tl,1
Protochabourneite,Pb,2
Protochabourneite,Sb,3
Protochabourneite,As,3
Protochabourneite,S,-2
Perboeite-(Ce),Ca,2
Perboeite-(Ce),Ce,NA
Perboeite-(Ce),Al,NA
Perboeite-(Ce),Fe,2
Perboeite-(Ce),Si,4
Perboeite-(Ce),O,-2
Perboeite-(Ce),H,1
Mariinskite,Be,2
Mariinskite,Cr,3
Mariinskite,O,-2
Edgrewite,Ca,2
Edgrewite,Si,4
Edgrewite,O,-2
Edgrewite,F,-1
Postite,Mg,2
Postite,H,1
Postite,O,-2
Postite,Al,NA
Postite,V,5
Falsterite,Ca,2
Falsterite,Mg,2
Falsterite,Mn,2
Falsterite,Fe,2
Falsterite,Fe,3
Falsterite,Zn,2
Falsterite,P,NA
Falsterite,O,-2
Falsterite,H,1
Leonardsenite,Mg,2
Leonardsenite,Al,NA
Leonardsenite,F,-1
Leonardsenite,H,1
Leonardsenite,O,-2
Bastnasite-(Nd),Nd,NA
Bastnasite-(Nd),C,NA
Bastnasite-(Nd),O,-2
Bastnasite-(Nd),F,-1
Dansite-(Fe),Na,1
Dansite-(Fe),Fe,2
Dansite-(Fe),S,NA
Dansite-(Fe),O,-2
Dansite-(Fe),Cl,-1
Kobyashevite,Cu,2
Kobyashevite,S,6
Kobyashevite,O,-2
Kobyashevite,H,1
Calciolangbeinite,K,1
Calciolangbeinite,Ca,2
Calciolangbeinite,S,NA
Calciolangbeinite,O,-2
Ferrovalleriite,Fe,2
Ferrovalleriite,Cu,NA
Ferrovalleriite,S,NA
Ferrovalleriite,Al,NA
Ferrovalleriite,Mg,2
Ferrovalleriite,O,-2
Ferrovalleriite,H,1
Paseroite,Pb,NA
Paseroite,Mn,2
Paseroite,Fe,3
Paseroite,V,5
Paseroite,Ti,4
Paseroite,O,-2
Fluor-elbaite,Na,1
Fluor-elbaite,Li,1
Fluor-elbaite,Al,NA
Fluor-elbaite,Si,4
Fluor-elbaite,O,-2
Fluor-elbaite,B,NA
Fluor-elbaite,H,1
Fluor-elbaite,F,-1
Vigrishinite,Na,1
Vigrishinite,Zn,2
Vigrishinite,Ti,4
Vigrishinite,Si,4
Vigrishinite,O,-2
Vigrishinite,H,1
Umbrianite,K,1
Umbrianite,Na,1
Umbrianite,Ca,2
Umbrianite,Al,NA
Umbrianite,Si,4
Umbrianite,O,-2
Umbrianite,F,-1
Umbrianite,Cl,-1
Betpakdalite-NaNa,Na,1
Betpakdalite-NaNa,H,1
Betpakdalite-NaNa,O,-2
Betpakdalite-NaNa,Mo,6
Betpakdalite-NaNa,As,5
Betpakdalite-NaNa,Fe,3
Obradovicite-NaCu,Na,1
Obradovicite-NaCu,H,1
Obradovicite-NaCu,O,-2
Obradovicite-NaCu,Cu,2
Obradovicite-NaCu,Mo,6
Obradovicite-NaCu,As,5
Obradovicite-NaCu,Fe,3
Hillesheimite,K,1
Hillesheimite,Ca,2
Hillesheimite,Ba,2
Hillesheimite,Mg,2
Hillesheimite,Fe,2
Hillesheimite,Si,4
Hillesheimite,Al,NA
Hillesheimite,O,-2
Hillesheimite,H,1
Ekplexite,Nb,NA
Ekplexite,Mo,NA
Ekplexite,W,NA
Ekplexite,S,NA
Ekplexite,Mg,2
Ekplexite,Al,NA
Ekplexite,O,-2
Ekplexite,H,1
Laptevite-(Ce),Na,1
Laptevite-(Ce),Fe,2
Laptevite-(Ce),REE,NA
Laptevite-(Ce),Ca,2
Laptevite-(Ce),Y,3
Laptevite-(Ce),Si,4
Laptevite-(Ce),O,-2
Laptevite-(Ce),B,NA
Laptevite-(Ce),P,NA
Laptevite-(Ce),F,-1
Starovaite,K,1
Starovaite,Cu,2
Starovaite,O,-2
Starovaite,V,5
Mendozavilite-KCa,K,1
Mendozavilite-KCa,H,1
Mendozavilite-KCa,O,-2
Mendozavilite-KCa,Ca,2
Mendozavilite-KCa,Mo,6
Mendozavilite-KCa,P,NA
Mendozavilite-KCa,Fe,3
Hilarionite,Fe,3
Hilarionite,S,6
Hilarionite,O,-2
Hilarionite,As,5
Hilarionite,H,1
Kangite,Sc,3
Kangite,Ti,4
Kangite,Al,NA
Kangite,Zr,4
Kangite,Mg,2
Kangite,Ca,2
Kangite,O,-2
Wopmayite,Ca,2
Wopmayite,Na,1
Wopmayite,Mn,2
Wopmayite,P,5
Wopmayite,P,5
Wopmayite,O,-2
Wopmayite,H,1
Hughesite,Na,1
Hughesite,Al,NA
Hughesite,V,5
Hughesite,O,-2
Hughesite,H,1
Foretite,Cu,2
Foretite,Al,NA
Foretite,As,5
Foretite,O,-2
Foretite,H,1
Lavinskyite,K,1
Lavinskyite,Li,1
Lavinskyite,Cu,2
Lavinskyite,Cu,2
Lavinskyite,Si,4
Lavinskyite,O,-2
Lavinskyite,H,1
Scottyite,Ba,2
Scottyite,Cu,2
Scottyite,Si,4
Scottyite,O,-2
Fluorcalciomicrolite,Ca,2
Fluorcalciomicrolite,Na,1
Fluorcalciomicrolite,Ta,5
Fluorcalciomicrolite,O,-2
Fluorcalciomicrolite,F,-1
Rumseyite,Pb,NA
Rumseyite,O,-2
Rumseyite,F,-1
Rumseyite,Cl,-1
Tangdanite,Ca,2
Tangdanite,Cu,2
Tangdanite,As,5
Tangdanite,O,-2
Tangdanite,S,6
Tangdanite,H,1
Oxy-chromium-dravite,Na,1
Oxy-chromium-dravite,Cr,3
Oxy-chromium-dravite,Cr,3
Oxy-chromium-dravite,Mg,2
Oxy-chromium-dravite,Si,4
Oxy-chromium-dravite,O,-2
Oxy-chromium-dravite,B,NA
Oxy-chromium-dravite,H,1
Hydrokenomicrolite,H,1
Hydrokenomicrolite,O,-2
Hydrokenomicrolite,Ta,5
Saltonseaite,K,1
Saltonseaite,Na,1
Saltonseaite,Mn,2
Saltonseaite,Cl,-1
Luanshiweiite,K,1
Luanshiweiite,Li,1
Luanshiweiite,Al,NA
Luanshiweiite,Si,4
Luanshiweiite,O,-2
Luanshiweiite,H,1
Putnisite,Sr,2
Putnisite,Ca,2
Putnisite,Cr,3
Putnisite,C,NA
Putnisite,O,-2
Putnisite,S,6
Putnisite,H,1
Christofschaferite-(Ce),Ce,3
Christofschaferite-(Ce),La,3
Christofschaferite-(Ce),Ca,2
Christofschaferite-(Ce),Mn,2
Christofschaferite-(Ce),Ti,4
Christofschaferite-(Ce),Ti,2
Christofschaferite-(Ce),Fe,3
Christofschaferite-(Ce),Fe,3
Christofschaferite-(Ce),Fe,2
Christofschaferite-(Ce),Si,4
Christofschaferite-(Ce),O,-2
Lusernaite-(Y),Y,NA
Lusernaite-(Y),Al,NA
Lusernaite-(Y),C,NA
Lusernaite-(Y),O,-2
Lusernaite-(Y),H,1
Lusernaite-(Y),F,-1
Tubulite,Ag,NA
Tubulite,Pb,NA
Tubulite,Sb,NA
Tubulite,S,NA
Fuettererite,Pb,2
Fuettererite,Cu,2
Fuettererite,Te,6
Fuettererite,O,-2
Fuettererite,H,1
Fuettererite,Cl,-1
Fluorchegemite,Ca,2
Fluorchegemite,Si,4
Fluorchegemite,O,-2
Fluorchegemite,F,-1
Hydroxyledgrewite,Ca,2
Hydroxyledgrewite,Si,4
Hydroxyledgrewite,O,-2
Hydroxyledgrewite,H,1
Vanackerite,Pb,2
Vanackerite,Cd,2
Vanackerite,As,5
Vanackerite,O,-2
Vanackerite,Cl,-1
Agaite,Pb,2
Agaite,Cu,2
Agaite,Te,6
Agaite,O,-2
Agaite,H,1
Agaite,C,NA
Lahnsteinite,Zn,2
Lahnsteinite,S,6
Lahnsteinite,O,-2
Lahnsteinite,H,1
Yaroshevskite,Cu,2
Yaroshevskite,O,-2
Yaroshevskite,V,5
Yaroshevskite,Cl,-1
Hydroxymanganopyrochlore,Mn,2
Hydroxymanganopyrochlore,Th,4
Hydroxymanganopyrochlore,Na,1
Hydroxymanganopyrochlore,Ca,2
Hydroxymanganopyrochlore,REE,NA
Hydroxymanganopyrochlore,Nb,5
Hydroxymanganopyrochlore,Ti,4
Hydroxymanganopyrochlore,O,-2
Hydroxymanganopyrochlore,H,1
Stepite,U,4
Stepite,As,5
Stepite,O,-2
Stepite,H,1
Babanekite,Cu,2
Babanekite,As,5
Babanekite,O,-2
Babanekite,H,1
Cayalsite-(Y),Ca,2
Cayalsite-(Y),Y,NA
Cayalsite-(Y),Al,NA
Cayalsite-(Y),Si,4
Cayalsite-(Y),O,-2
Cayalsite-(Y),F,-1
Joanneumite,Cu,NA
Joanneumite,C,NA
Joanneumite,N,-3
Joanneumite,O,-2
Joanneumite,H,1
Magnesiorowlandite-(Y),Y,3
Magnesiorowlandite-(Y),Mg,2
Magnesiorowlandite-(Y),Fe,2
Magnesiorowlandite-(Y),Si,4
Magnesiorowlandite-(Y),O,-2
Magnesiorowlandite-(Y),F,-1
Cerchiaraite-(Al),Ba,2
Cerchiaraite-(Al),Al,NA
Cerchiaraite-(Al),Si,4
Cerchiaraite-(Al),O,-2
Cerchiaraite-(Al),H,1
Cerchiaraite-(Al),Cl,-1
